@relation repo_popular

@attribute fork numeric
@attribute size numeric
@attribute sum numeric
@attribute avg numeric
@attribute weight numeric

@data
14,1064,4040,1346.67,1817.23
12,263,2390,796.667,1493.14
0,2368,16,16,16
0,812,86,86,86
0,89,7921,3960.5,3287.4
2,114,1840,1840,1840
0,152,0,0,0
1,458,11,11,11
0,155,344,114.667,70.1111
0,84,64,64,64
0,84,48,48,48
0,564,1454,1454,1454
0,412,15,15,15
0,128,16,16,16
2,83,7326,7326,7326
0,139,4040,1346.67,1769.52
3,773,3786,757.2,1473.41
11,590,107,107,107
1,121,1565,1565,1565
4,326,59,29.5,25.25
3,102,3266,653.2,1434.18
1,752,1580,1580,1580
0,190,13697,4565.67,6045.73
4,1039,2789,2789,2789
3,2626,2672,2672,2672
6517,170594,41870,218.073,4412.04
0,88,1580,1580,1580
3,14287,85,17,42.1382
0,84,1796,1796,1796
5,172,4221,844.2,632.605
2,98,54,54,54
3,616,1495,1495,1495
0,356,1796,1796,1796
13,140,1604,320.8,1048.96
18,82,1374,343.5,1132.73
0,934,874,174.8,601.943
1,88,1454,1454,1454
1,200,1662,831,1203
4,129,1334,1334,1334
1,89,801,267,448.733
9,176,2041,510.25,1354.99
20,111,2864,1432,1909.33
15,326,2196,366,1550.01
0,108,1285,1285,1285
14,562,21786,21786,21786
42,2438,22045,2755.62,19367.6
4,216,1766,1766,1766
71,208,1391,154.556,171.515
2,84,1474,1474,1474
22,826,9325,3108.33,3882.42
2,112,1298,1298,1298
2,16,1300,650,1211.6
77,704,3921,145.222,968.08
1,84,5139,5139,5139
0,156,1495,1495,1495
100,1109,4119,152.556,938.397
0,80,29,29,29
0,80,1840,1840,1840
0,236,0,0,0
0,1872,2016,672,230.711
59,212,5436,5436,5436
2,72,0,0,0
24,183,21786,21786,21786
0,104,34,34,34
0,228,1766,1766,1766
1,4179,5969,459.154,418.449
0,2840,20,20,20
0,84,6636,6636,6636
0,112,173,173,173
16,159,6194,2064.67,4005.33
1,113,1886,943,455.632
0,127,1307,326.75,213.714
18,8182,8122,541.467,2424.95
0,1280,0,0,0
0,528,9302,9302,9302
3,868,0,0,0
23,2357,3487,871.75,1631.12
11,122,77,77,77
0,368,3291,3291,3291
0,218,2072,2072,2072
0,460,4310,4310,4310
7,332,2520,1260,2182.4
57,1099,2895,723.75,293.75
398,2410,2520,1260,2291.63
0,80,21,21,21
0,88,16,16,16
1,3562,0,0,0
3,124,1752,1752,1752
0,76,2112,2112,2112
0,2789,107,107,107
1,1316,0,0,0
0,464,0,0,0
0,152,20,20,20
17,247,20655,3442.5,15129.1
0,140,1249,416.333,177.911
1,704,42816,1297.45,601.323
4,98,4665,4665,4665
1,83,1840,1840,1840
0,84,0,0,0
1,116,5139,5139,5139
10,76,2312,2312,2312
3,178,1495,1495,1495
100,127,19265,19265,19265
2,108,3679,3679,3679
2,90,2793,2793,2793
0,88,1840,1840,1840
0,80,1840,1840,1840
2,16,1840,1840,1840
0,80,0,0,0
577,91,4461,892.2,3043.46
6,1035,2072,2072,2072
2,83,232,232,232
0,100,16,16,16
0,6052,1456,50.2069,109.35
337,54166,2413,2413,2413
0,112,697,174.25,338
0,2684,37,37,37
0,80,0,0,0
0,113,109,54.5,31.7705
0,1824,20,20,20
2,310,5553,2776.5,4392.95
67,790,2445,101.875,636.373
3,606,2460,1230,1593.18
76,120,6876,625.091,3095.56
1,330,8772,674.769,514.904
2,98,3975,795,715.718
0,3566,3408,179.368,474.169
5,94,190,95,83.3529
0,37780,1474,1474,1474
31,51184,10929,10929,10929
3,102,1744,581.333,861.3
55,100,10929,10929,10929
44,5936,1225,40.8333,65.5761
7,29396,2672,2672,2672
2,126,7326,7326,7326
2,78,10929,10929,10929
0,369,0,0,0
23,581,4607,1151.75,3882.79
0,80,0,0,0
4,231,122,30.5,71.3673
1,13389,16308,226.5,398.9
1,369,1247,178.143,241.659
0,80,0,0,0
0,80,0,0,0
3,24036,49594,183.681,975.399
1,123,3433,1716.5,304.446
0,80,0,0,0
2,776,41240,937.273,616.739
1,6251,36,36,36
1,1122,0,0,0
1,180,1495,1495,1495
0,128,1389,1389,1389
0,1432,20,20,20
0,1136,20,20,20
19,230,3782,315.167,1573.73
0,80,1840,1840,1840
0,100,4740,1185,1602.53
1,74,3134,3134,3134
60,212,45778,7629.67,15842.4
3,128,15387,15387,15387
8,84,15387,15387,15387
63,1030,1985,53.6486,712.742
3,407,84,28,57.7838
0,552,2793,2793,2793
1,1558,2389,2389,2389
2,784,2112,1056,1971.2
1,90,222,111,118
1,79,66,66,66
0,88,66,66,66
0,636,19,19,19
2,154,4835,2417.5,357.292
0,85,2072,2072,2072
0,108,3298,3298,3298
0,80,66,66,66
74,1981,30247,560.13,1477.08
0,232,3298,3298,3298
0,96,1840,1840,1840
0,5375,1572,174.667,85
0,162,1059,264.75,449.244
1,271,1393,696.5,1349.93
2,81,2672,2672,2672
3,12989,19265,19265,19265
1,140,0,0,0
17,312,2101,262.625,1044.19
0,48,0,0,0
0,48,0,0,0
0,76,1840,1840,1840
0,98,1415,707.5,412.25
19,3436,2448,1224,2292
1,1141,8571,504.176,135.083
5,77,0,0,0
0,502,1471,735.5,1354.69
1,108,1840,1840,1840
0,136,1796,1796,1796
0,100,0,0,0
1,10494,7724,1931,4937
10,101,954,477,248.429
0,80,1840,1840,1840
0,360,2625,175,223.869
0,1400,34,34,34
3,904,280,70,82.1176
0,247,70,70,70
0,132,35,35,35
3,235,1495,1495,1495
0,230,5430,775.714,331.622
4,320,183,36.6,73.7371
0,152,4,4,4
0,112,16,16,16
1,80,10929,10929,10929
0,72,1840,1840,1840
0,374,3213,247.154,464.697
0,732,34557,987.343,610.164
1,5733,6260,6260,6260
54,1566,4075,407.5,1473.57
2,113,34,34,34
0,198,30174,1774.94,1236.26
0,8916,9710,746.923,872.958
1,224,0,0,0
0,100,0,0,0
1,156,0,0,0
1,181,0,0,0
0,300,0,0,0
4,274,86,43,22.6364
39,25451,4539,4539,4539
1,128,6260,6260,6260
9,109,2540,846.667,1182.8
2,1619,0,0,0
0,2498,5,5,5
0,1299,412,103,160.182
18,103,4180,2090,2230.2
0,100,0,0,0
1,90,0,0,0
1,96,5139,5139,5139
2,137,0,0,0
0,168,1549,1549,1549
1,112,1298,1298,1298
0,168,1298,1298,1298
1,133,207,207,207
7,188,1672,238.857,880.368
0,84,0,0,0
2,75,3171,3171,3171
2,88,3171,3171,3171
0,80,2389,2389,2389
0,76,0,0,0
0,10905,1051,75.0714,176.234
0,132,75,75,75
8,568917,6653,1663.25,2705.4
0,88,1840,1840,1840
0,80,2112,2112,2112
3,2521,7326,7326,7326
2,73,66,66,66
69,3756,6260,6260,6260
30,3625,47405,1634.66,10597.8
1,509,0,0,0
2,80,5436,5436,5436
0,80,0,0,0
22,98,6020,1204,1380.65
0,13408,41042,242.852,4374.54
4,216,1323,1323,1323
1,33997,122299,331.434,2724.1
7,106,2279,2279,2279
0,144,4475,745.833,968.571
1,95,2791,2791,2791
2,3025,18761,3126.83,819.304
48,277,23048,4609.6,17409.9
23,260,40099,5728.43,15195.2
6,653,2172,434.4,309.125
11,1224,183,183,183
5,15484,1761,587,1032.52
0,84,1495,1495,1495
0,142,3134,3134,3134
1,378,8255,2063.75,6448.03
1,14600,9756,286.941,533.157
0,76,19,19,19
0,76,1549,1549,1549
1,102,298,298,298
1,117,3154,1577,1458.62
0,136,5,5,5
1,76,0,0,0
1,74,5,5,5
0,84,5,5,5
1,74,0,0,0
0,195,0,0,0
5,94,0,0,0
1,94,2190,1095,588.846
1,10213,5,5,5
0,80,0,0,0
7,257,2918,1459,2126
1,92,492,492,492
1,425,17,17,17
1,1644,7701,233.364,412.923
91,1227,10411,185.911,625.57
0,132,2112,2112,2112
0,154,2719,1359.5,1359.5
1,109,2751,1375.5,906.818
3,100,6636,6636,6636
0,100,6636,6636,6636
0,428,0,0,0
181,4685,15185,244.919,2599.98
1,76,9,9,9
34,364,1510,377.5,1239.48
0,84,100,50,49
5,1720,4339,2169.5,3574.2
2,520,9302,9302,9302
0,84,0,0,0
0,96,19,19,19
1,4571,54,54,54
0,276,0,0,0
62,7830,3128,240.615,1582.65
0,80,1840,1840,1840
120,106,0,0,0
12,92,3679,3679,3679
2,84,2279,2279,2279
1,224,1709,1709,1709
6,115,6645,3322.5,6246.18
1,160,3679,3679,3679
29,206,5232,1308,4434.05
0,132,2112,2112,2112
1,154,3330,1665,1249.05
1,118,3330,1665,2884.5
0,148,24,24,24
0,88,1840,1840,1840
5,163,1251,139,142.179
1,8783,14043,280.86,398.624
4,42,2764,394.857,1805
22,49503,6260,6260,6260
43,264,2341,1170.5,2271.23
31,936,1515,505,1195.64
39,418,3134,3134,3134
12,1807,2246,561.5,1747.23
3,1188,1495,1495,1495
2,396,10030,1671.67,6390.93
2,3691,2777,154.278,953.931
1,320,5127,1025.4,3006.63
0,260,0,0,0
0,416,2293,2293,2293
15,296,6325,1054.17,3230.55
95,2024,10694,248.698,1586.14
0,1416,27,27,27
4,11139,0,0,0
3,86,0,0,0
2,123,3204,1602,2733.79
2,99,51,51,51
2,77,0,0,0
1,562,53,26.5,28.5013
1,402,11120,1853.33,7876.92
0,124,75,75,75
12,3879,7881,303.115,2502.65
1,96,21,21,21
0,104,51,51,51
1,14447,6260,6260,6260
0,20,1840,1840,1840
0,76,1675,837.5,1479.41
1,170,50,50,50
0,76,2112,2112,2112
4,188,5139,5139,5139
4,429,72,36,50.3478
83,4439,6846,360.316,283.549
0,72,4310,4310,4310
1,2947,9610,259.73,2418.98
1,90,2269,1134.5,1134.5
0,80,1840,1840,1840
0,2684,20,20,20
2,168,2312,2312,2312
0,80,0,0,0
0,88,16,16,16
0,90,2672,2672,2672
0,11344,1340,1340,1340
3,176,3355,838.75,1986.19
7,91,1758,879,1671.59
0,1929,63965,3045.95,6337.88
1,253,2605,1302.5,516.129
1,217,27,27,27
0,108,2112,2112,2112
2,128,0,0,0
15,8224,89,22.25,52.39
3,971,2209,2209,2209
0,84,2112,2112,2112
1,430,3291,3291,3291
24,101,5588,2794,3732
8,274,0,0,0
470,1708,2084,297.714,93.0405
245,299,3047,380.875,1949.65
0,80,2112,2112,2112
22,375,3136,285.091,1390.61
7,86,15387,15387,15387
1,330,34,34,34
2,96,0,0,0
0,1160,1495,1495,1495
0,80,3286,3286,3286
22,290,5607,560.7,2355.22
12,1781,1823,911.5,1781.29
2,253,96,32,67.0909
1,112,0,0,0
2,188,79,39.5,73.9242
1,121,3212,642.4,1526.59
1,135,1869,1869,1869
1,81,2112,2112,2112
1,122,181,45.25,29.1429
1,87,1891,945.5,432.444
1,115,51,51,51
1,91,61,30.5,30.5
4,792,1697,565.667,828.854
1,77,2655,2655,2655
0,88,1363,1363,1363
8,136,2277,2277,2277
2,199,2397,1198.5,134.489
0,2940,1766,1766,1766
1,88,1384,1384,1384
1,26760,21,21,21
1,1515,4078,1019.5,1942.33
0,48,0,0,0
2,1179,16513,4128.25,548.78
0,84,2672,2672,2672
4,46788,219,73,106.944
0,1148,1495,1495,1495
12,1477,1958,652.667,1487.45
7,210,0,0,0
0,380,109,36.3333,39.7692
1,150,954,106,431.326
0,112,44,44,44
0,116,44,44,44
14,165,3415,426.875,1606.35
0,84,1840,1840,1840
0,72,2112,2112,2112
0,5928,5,5,5
0,512,1384,1384,1384
4,145,3047,1015.67,2345.34
11,182,3291,3291,3291
5,201,3027,1513.5,2403.66
22,2360,3239,647.8,2525.71
1,221,1596,399,219.453
30,717,14172,1012.29,2526.21
1,73,0,0,0
0,112,75,75,75
12,111,0,0,0
10,112,12052,12052,12052
0,76,2112,2112,2112
15,557,4284,714,1264.96
4,74,7326,7326,7326
2,2643,10929,10929,10929
1016,1862,3222,63.1765,1333.48
0,320,21786,21786,21786
1,125,5181,2590.5,4572.67
3,134,2115,1057.5,1621
0,187,1675,837.5,1541.9
21,280,3161,316.1,1325.61
4,162,2562,854,1525.2
1,92,44,22,40.8571
0,76,0,0,0
1,594,228,228,228
1,10727,1495,1495,1495
0,95,0,0,0
7,1027,3298,3298,3298
2,115,1912,956,1759.64
1,151,2516,503.2,537.5
0,260,86,86,86
37,223,20439,10219.5,9539.4
0,80,1840,1840,1840
6,548,183,45.75,43.6923
1,193,185,92.5,138.4
2,19461,9483,4741.5,6696
1,2533,2067,295.286,869.536
2,98,77,77,77
10,1757,4460,1486.67,3690.96
1,1070,36116,880.878,9970.97
1,93,36,36,36
57,4197,2986,373.25,1223
1,576,75,75,75
2,182,2064,516,1367.58
3,118,3679,3679,3679
13,119,4657,4657,4657
8,138,4657,4657,4657
8,252,4657,4657,4657
2,136,4657,4657,4657
62,144,4657,4657,4657
45,64,4657,4657,4657
300,131,4902,700.286,3871.39
1,138,1840,1840,1840
1,128,115,57.5,81.8
1,910,1845,307.5,345.653
2,264,4665,4665,4665
1,2683,27579,2121.46,1900.31
0,136,1840,1840,1840
4,2861,4376,1458.67,1790
130,330,4741,1580.33,4497.86
4,24219,1428,714,1003.29
3,2049,52,52,52
1,87,47,47,47
0,364,2789,2789,2789
4,2998,1524,762,886
1,111,3861,3861,3861
0,174600,1540,770,1241.37
4,2687,2345,586.25,1964.26
5,145,17122,8561,4360.38
0,48,0,0,0
1,154,1454,1454,1454
0,88,1580,1580,1580
0,88,1454,1454,1454
41,332,11573,3857.67,10896.3
0,1459,1389,1389,1389
4,427,26316,13158,10969.5
0,48,0,0,0
0,80,5,5,5
3,123,0,0,0
1,22402,184,184,184
145,445,3223,402.875,1282.55
1,113,1572,786,644.2
0,84,0,0,0
1,116,93,31,10
2,221,10929,10929,10929
0,48,0,0,0
127,461,1542,514,1505.9
9,66,5750,1437.5,4458.49
1,418,3188,289.818,1159.63
2,116,1753,438.25,118.515
1,402,953,238.25,429.896
0,5132,44,44,44
15,227,4657,4657,4657
0,88,1840,1840,1840
1,1982,2133,2133,2133
1,120,1914,957,311.731
9,28502,1474,1474,1474
4,183,4716,2358,2687.57
1,94,1751,875.5,875.5
29,175,1543,771.5,771.5
2,3848,1495,1495,1495
1,1005,296,98.6667,100.906
26,240,6248,1041.33,1788.02
79,207,2154,97.9091,494.905
141,425,22311,826.333,9448.73
295,12672,5713,285.65,802.215
3,582,26,13,13
1,848,0,0,0
1,6737,808,101,204.988
0,74,1323,1323,1323
0,96,0,0,0
0,233,0,0,0
0,120,0,0,0
2,96,0,0,0
0,6195,0,0,0
0,184,0,0,0
0,148,0,0,0
0,93,0,0,0
2,3204,0,0,0
0,76,0,0,0
0,1612,0,0,0
3,2089,15,15,15
1,277,36,36,36
1,17559,219,16.8462,28.0532
0,100,1840,1840,1840
3,477,176,176,176
0,4910,600,35.2941,14.2821
3,204,82,41,73.9851
3,556,11100,1110,401.789
1,3766,2919,208.5,775.539
1,1059,0,0,0
10,100,1752,1752,1752
18,192,2219,554.75,1451.53
0,240,1506,1506,1506
2,130,2283,570.75,457.328
1,99,17,8.5,8.8
0,96,0,0,0
0,48,0,0,0
0,88,1506,1506,1506
0,6408,0,0,0
1,137,77,77,77
7,124,5599,1866.33,4022.56
0,83,52,26,36.7143
0,92,75,75,75
2,354,29,29,29
1,80,65,32.5,24.6667
1,134,2109,301.286,457.027
32,29790,3286,1643,3209.58
0,76,0,0,0
4,104,12365,6182.5,5801.33
0,248,51,51,51
1,136,1840,1840,1840
9,799,1954,651.333,1238.44
0,96,2593,2593,2593
1,2241,6260,6260,6260
0,104,933,466.5,630.7
20,290,0,0,0
0,72,1384,1384,1384
0,6681,0,0,0
9,2499,5,5,5
9,132,1384,1384,1384
10,148,1748,291.333,1094.66
1,77,2672,2672,2672
1,939,11,11,11
1204,8411,4665,2332.5,4618.89
0,80,2672,2672,2672
0,91,2112,2112,2112
1,93,0,0,0
5,204,2428,809.333,196.036
1,82,1840,1840,1840
2,10502,20,20,20
2,14994,1597,114.071,200.199
1,121223,1353,90.2,221.881
1,2240,81,40.5,30.2079
1,1728,764,382,643.161
2,91,4657,4657,4657
2,104,2485,828.333,942.032
1,81,355,355,355
0,936,3105,3105,3105
1,356,350,116.667,72.0777
0,126,11536,11536,11536
0,176,0,0,0
1,8826,16543,306.352,411.306
1,11017,2971,424.429,1074.04
2,122,48,24,33.3333
1,102,52,26,38.5
44,176,529,75.5714,107.453
45,130,2633,175.533,689.592
88,18644,1952,244,1375.19
4,88,1938,646,1209.14
1,895,279,279,279
3,161,3105,3105,3105
51,199,4664,2332,4445.64
95,2213,0,0,0
1,261,2360,147.5,364.698
243,866,2674,140.737,195.81
4,91,2655,2655,2655
1,92,1585,396.25,1336.68
2,80,15387,15387,15387
3,94,1514,1514,1514
1,1807,0,0,0
0,84,1363,1363,1363
1,235,2008,669.333,132.082
1,258,692,138.4,56.5488
2,440,0,0,0
0,808,2133,2133,2133
0,1268,2133,2133,2133
4,228,7326,7326,7326
3,1645,4539,4539,4539
8,215,4482,4482,4482
3,120,0,0,0
0,72,2112,2112,2112
2,119,4482,4482,4482
0,75,4482,4482,4482
1,84,4482,4482,4482
2,6492,1869,1869,1869
2,82,15387,15387,15387
1,87,1840,1840,1840
1,105,572,143,89.5769
1,3112,4149,180.391,477.842
0,148,4482,4482,4482
1,1246,340,37.7778,20.332
2,180,4554,2277,4041
1,3256,6632,3316,3548.42
21,276,0,0,0
0,1304,0,0,0
0,167,379,94.75,87.1348
0,124,0,0,0
2,111,2877,1438.5,2215.15
8,77,7326,7326,7326
0,80,6260,6260,6260
1,82,83,41.5,21.4545
10,97,2725,1362.5,2148.2
0,200,1389,1389,1389
0,112,2112,2112,2112
1,96,1796,1796,1796
40,170,20421,20421,20421
9779,15899,36516,86.7363,661.811
2,12191,1474,1474,1474
0,112,17,17,17
105,6366,1568,313.6,911.673
12,1024,3291,3291,3291
1,109,31,31,31
0,84,1495,1495,1495
27,4245,1411,470.333,1061.82
115,7440,1661,118.643,387.523
0,275,906,113.25,370.169
1,84,9336,3112,1661.43
72,4967,1433,238.833,885.212
0,76,1840,1840,1840
2,81,84,42,59.1429
11,98,2029,2029,2029
1,175,1766,1766,1766
1,99,2293,2293,2293
0,48,0,0,0
1,101,2117,1058.5,1643.78
1,448,3204,267,261.006
8,567,1386,1386,1386
35,3057,1386,1386,1386
3,95,2029,2029,2029
1,105,2029,2029,2029
5,2536,1386,1386,1386
2,93,2029,2029,2029
0,160,2112,2112,2112
0,138,1840,1840,1840
3,246,4498,2249,3365.5
139,2666,10221,200.412,3764.45
1,178,0,0,0
14,1725,1386,1386,1386
0,96,2029,2029,2029
25,114,2042,680.667,1187.46
3,80,2791,2791,2791
0,76,2029,2029,2029
0,224,51,51,51
5,371,2029,2029,2029
2,3899,1796,1796,1796
1,33125,1870,311.667,205.047
7,190,92,30.6667,13.8095
1,81,0,0,0
0,1488,0,0,0
223,10237,1329,110.75,114.667
0,296,13,13,13
17,1828,621,44.3571,20.4786
2,100,10287,2571.75,1698.56
13,981,1796,1796,1796
0,80,2672,2672,2672
0,100,1796,1796,1796
1,138,1268,1268,1268
3,534,38,19,18.8511
0,1756,12,12,12
1,103,703,351.5,291.815
6,184,3201,355.667,1525.16
0,76,1495,1495,1495
330,19025,915,130.714,102.962
1,131,2131,710.333,1749.34
12,813,1881,627,905.875
1,102,0,0,0
2,88,1709,1709,1709
1,82,1709,1709,1709
0,126,1675,837.5,1544.21
128,386,2724,247.636,1501.39
7,1319,2817,2817,2817
3,128,1474,1474,1474
2,97,0,0,0
1,445,3223,230.214,243.265
1,123,80,40,36.8
9,124,1532,1532,1532
2,81,1532,1532,1532
1,152,1532,1532,1532
1,90,4677,2338.5,2338.5
2,132,0,0,0
1,4011,12046,145.133,502.575
295,4455,1252,50.08,135.769
0,96,8,8,8
0,76,2277,2277,2277
11,206,1881,376.2,1377.27
60,182,1445,240.833,1293.08
0,48,0,0,0
1,78,1793,1793,1793
75,4480,24596,2459.6,10930.8
0,100,5,5,5
1,1060,2050,410,145.479
2,104,4,4,4
0,76,3298,3298,3298
1,303,2747,686.75,442.503
0,120,877,877,877
1,277,3801,760.2,253.851
1,6869,3060,340,2271.74
0,92,2277,2277,2277
0,79,2108,1054,543.25
26,22590,3866,322.167,1695.88
2,240,11,11,11
0,128,2479,619.75,1115.62
3,80,3679,3679,3679
1,123,704,704,704
7,221,1474,1474,1474
1,787,10797,5398.5,9268.2
1,164,1709,1709,1709
84,6947,1406,468.667,1292.47
0,76,34,34,34
5,1668,1796,1796,1796
1,85,0,0,0
0,96,1454,1454,1454
2,895,0,0,0
26,257,2272,324.571,1435.29
0,76,0,0,0
0,84,2140,1070,722.667
0,3544,19,19,19
0,10588,10,10,10
8,131,4388,4388,4388
1,963,9329,4664.5,9269.34
4119,6181,16907,94.4525,574.306
3,332,2696,1348,2293.71
184,1204,2551,2551,2551
5,15478,6277,3138.5,4557.36
2,283,89,44.5,58.6667
1,86,4482,4482,4482
0,92,1709,1709,1709
1,84,587,117.4,77.0617
1,81,0,0,0
1,270,2593,2593,2593
41,286,21189,1926.27,17759.2
6,105,20052,20052,20052
0,80,0,0,0
1,93,2126,1063,663
5,166,2506,501.2,1566.04
0,1240,96,96,96
1,104,2548,2548,2548
39,5261,1562,781,1483.1
97,4886,1476,164,455.602
9,278,2926,975.333,2089.61
1,434,2032,677.333,183.25
0,88,1709,1709,1709
2,20721,3571,892.75,1382.25
1,215,37075,2471.67,8953.2
1,20805,1461,487,802.109
15,1047,265,37.8571,63.7887
113,1930,12176,289.905,4053.22
2,118170,150002,337.842,2731.59
6,144,1514,1514,1514
1,6836,20085,528.553,633.062
1,140,17,17,17
26,405,22646,7548.67,2935.44
0,76,2551,2551,2551
1,128,2910,970,1247.08
64,338,2551,2551,2551
0,116,36,36,36
1,78,68,34,43
1,422139,86,28.6667,18.7996
1,101,2593,2593,2593
7,83,1840,1840,1840
0,80,1840,1840,1840
1,91,2184,1092,1092
2,3071,2551,2551,2551
1,211,1926,963,463.2
1,182,1895,947.5,756.845
0,180,88,44,46.1429
2,139,1748,582.667,140.107
1,988,6260,6260,6260
1,105,148,74,71.24
10,47,2563,320.375,1636.32
0,224,2277,2277,2277
0,456,0,0,0
0,184,41,20.5,21.7857
2,465,1386,1386,1386
7,256,2551,2551,2551
2,252,4321,392.818,187.079
3,96,20158,10079,15065.5
4,1378,7075,544.231,1237.49
7,148,2209,2209,2209
2,188,1474,1474,1474
1,131,2300,766.667,174.121
0,225,1766,1766,1766
1,77,1709,1709,1709
1,3781,216,43.2,84.6477
16,320,0,0,0
9,785,2097,699,1955.19
0,88,2828,2828,2828
1,251,917,101.889,364.183
20,292,22134,3162,16818.5
1,110,4438,403.455,839.01
1,123,1605,401.25,490.711
17,4473,3252,406.5,2111.77
1,78,2029,2029,2029
1,101,75,75,75
5,102,15462,7731,14536.3
1,131,0,0,0
9,3424,1386,1386,1386
0,72,2067,2067,2067
0,72,2067,2067,2067
0,76,2067,2067,2067
0,80,2067,2067,2067
1,88,2067,2067,2067
1,272,2067,2067,2067
2,129,2067,2067,2067
2,289,2067,2067,2067
0,1444,2067,2067,2067
0,4716,2067,2067,2067
0,4732,2067,2067,2067
1,4737,2067,2067,2067
3,122,0,0,0
0,424,2067,2067,2067
1,634,11,11,11
1,126,11,11,11
0,104,11,11,11
0,116,11,11,11
0,112,11,11,11
0,76,11,11,11
0,164,11,11,11
44,186,30327,3369.67,15274.3
4,411,176,176,176
1,83,2758,1379,1818.8
8,39,5139,5139,5139
444,1720,10608,246.698,6583.98
0,72,130,65,65
0,100,77,77,77
8,49,2781,556.2,1259.04
0,132,1285,1285,1285
26,105,21339,7113,13614
3,339,2551,2551,2551
2,104,2279,2279,2279
3,409,2377,792.333,1831.63
1,68,0,0,0
0,148,2,2,2
0,84,1750,1750,1750
0,1508,4524,1508,1751
0,1800,1495,1495,1495
1,77,1796,1796,1796
0,80,2029,2029,2029
2,231,2389,2389,2389
18,395,2523,1261.5,342.154
1,128,6080,868.571,1294.07
3,15927,6383,375.471,649.304
5,150,64,64,64
0,80,86,86,86
5,89,2112,2112,2112
2,25183,1386,1386,1386
0,76,169,169,169
1,1893,623,69.2222,126.971
0,144,2389,2389,2389
3,144,3522,880.5,1459.41
1,1395,1078,539,923.272
1,211,1840,1840,1840
29,613,3854,275.286,1301.8
3,29,1840,1840,1840
0,92,1840,1840,1840
1,72,2186,1093,1791.81
1,894,2445,1222.5,2030.08
1,681,1673,98.4118,147.671
136,229,2938,146.9,797.11
1,2297,288,72,86.9412
1,3976,1876,938,1813.07
1,842,337,112.333,267.233
0,4145,2672,2672,2672
0,80,1840,1840,1840
22,9271,243,48.6,120.343
2,96,1911,637,873.692
20,469,2594,432.333,1727.08
1,152,1417,708.5,1110.36
52,326,20655,2950.71,6824.45
1,106,592,148,148
1,89,0,0,0
1,90,31,31,31
0,132,31,31,31
7,27519,287,95.6667,59.2087
1,899,3581,298.417,1066.65
3,120,535,535,535
5,1164,1397,1397,1397
2,34,2910,970,1821
3,73149,2719,1359.5,572
0,48,0,0,0
12,697,190,95,91.3793
0,716,2593,2593,2593
0,6312,2067,2067,2067
1,16752,7878,437.667,653.357
1,156,9319,9319,9319
1,970,497,497,497
0,256,186,186,186
4,27588,1474,1474,1474
0,896,0,0,0
1,80,0,0,0
143,278,2551,2551,2551
1,273,2551,2551,2551
1,2540,19568,6522.67,10303.5
1,83,0,0,0
3,157,3068,511.333,722.713
1,980,3152,262.667,1236.11
1,164,9373,4686.5,826.083
11,44,2781,347.625,1450.18
1,675,0,0,0
0,76,11,11,11
1,155,23602,3371.71,15064.4
0,48,0,0,0
2,15650,1775,295.833,1140.18
0,110,1902,380.4,527.429
8,330,2161,1080.5,1831.45
4,70682,2260,322.857,322.131
0,2605,7281,104.014,991.322
30,320,2551,2551,2551
0,76,0,0,0
1,139,2609,1304.5,2509.87
2,170,15387,15387,15387
3,1274,78,39,49.2667
2,1429,1386,1386,1386
7,5151,3134,3134,3134
4095,9929,68300,289.407,3923.05
0,80,2104,2104,2104
1,75,3291,3291,3291
1,25378,456,152,129.948
0,176,46,23,17.3125
1,681,480,240,151.8
2,1264,6260,6260,6260
1,4387,32,16,14.0081
1,4014,58,29,28.5
0,164,0,0,0
1,160,5139,5139,5139
1,772,141,141,141
0,368,2133,2133,2133
263,589,3005,333.889,324.263
10,621,5722,953.667,1121.59
105,135,55,18.3333,26.6667
0,84,1363,1363,1363
1,685,6510,2170,2609.47
1,76,2819,1409.5,1409.5
1,156,2112,2112,2112
14,223,171,42.75,31
1,1185,1372,196,620.332
0,355,1857,928.5,1579.88
194,2815,31305,1118.04,1162.67
2,146,2697,899,1327.9
1,2383,1903,951.5,462.8
1,124,18585,4646.25,11989.1
2,90,9467,1893.4,1575.71
8,520,9737,608.562,1053.43
30,3319,4543,908.6,693.333
45,12932,32444,263.772,1633.63
1,122,24,24,24
2,309,1691,187.889,71.7128
6,165,5759,274.238,439.229
5,776,9476,631.733,1285.91
4,146,1542,771,1038.27
0,48,0,0,0
1,639,8461,423.05,588.346
1,5534,3320,138.333,274.731
2,753,768,384,713.39
0,76,877,877,877
20,5748,390,65,166.595
4,818,2389,2389,2389
1025,13989,32337,112.281,849.232
2,132,2279,2279,2279
177,1145,21045,841.8,5269.7
84,314,11523,2304.6,3912.37
2,311,0,0,0
66,153,3635,605.833,1772.56
0,10996,1474,1474,1474
0,11916,1474,1474,1474
43,535,18558,2062,1988.23
14,35367,1735,1735,1735
51,836,17362,5787.33,2015.17
0,100,90,90,90
0,120,1327,1327,1327
0,48,12,12,12
4,288,2593,2593,2593
0,80,1363,1363,1363
0,80,2277,2277,2277
1,28860,111782,306.252,3210.06
1,124,3291,3291,3291
15,236,4282,1427.33,1906.51
1,1905,2551,2551,2551
19,287,9545,1060.56,2829.92
35,583,5563,370.867,2625.7
7,173,0,0,0
0,84,0,0,0
4,257,93,93,93
